Industry,Name,AccountSource,BillingCountry,BillingState,Owner.Name,Type,AnnualRevenue,NumberOfEmployees,Segment,Sic
Utilities,Brewer318 Inc,Partner,Canada,AL,Dennis Howard,Customer,500000,900,GB,47750
Energy,Stewart319 Inc,Web,Canada,MT,Laura Palmer,Partner,500000,900,COMM,47781
Agriculture,Myers320 Inc,Employee Referral,Japan,,Irene Kelley,Partner,500000,900,SMB,47910
Apparel,Tate321 Inc,Partner,France,,Julie Chavez,Customer,500000,900,SMB,47110
Apparel,Fowler322 Inc,Public Relations,Canada,ND,Irene Kelley,Partner,500000,900,SMB,47190
Media,Marsh323 Inc,Word of mouth,USA,CT,Julie Chavez,Customer,500000,900,SMB,47250
Utilities,Cortez324 Inc,Web,Germany,,Doroth Gardner,Partner,500000,900,SMB,47591
Engineering,Dennis325 Inc,Trade Show,Canada,NH,Harold Campbell,Partner,500000,900,ENT,47640
Media,Haynes326 Inc,Advertisement,Canada,TN,Eric Gutierrez,Customer,500000,900,SMB,47650
Banking,Ellis327 Inc,Trade Show,Korea,,Irene McCoy,Customer,500000,900,MM,47750
Retail,Black328 Inc,Public Relations,Korea,,Julie Chavez,Partner,500000,900,MM,47781
Insurance,Gill329 Inc,Web,Canada,MD,Nicolas Weaver,Partner,500000,900,COMM,18202
Insurance,Hale330 Inc,Advertisement,USA,NY,Eric Sanchez,Partner,500000,900,COMM,18203
Apparel,Hill331 Inc,Employee Referral,USA,IN,Laura Garza,Customer,500000,900,SMB,47430
Energy,Hicks332 Inc,Partner,China,,Catherine Brown,Customer,500000,900,GB,47741
Communications,Rowe333 Inc,Public Relations,Canada,SD,Laura Garza,Customer,500000,900,ESMB,62011
Finance,Pittman334 Inc,Trade Show,Canada,NH,Laura Palmer,Customer,500000,900,COMM,62090
Electronics,Adams335 Inc,Employee Referral,Hong Kong,,John Williams,Customer,500000,900,SMB,18202
Finance,Atkins336 Inc,Advertisement,Mexico,,Irene McCoy,Customer,500000,900,MM,18203
Education,Mitchell534 Inc,Employee Referral,Normway,,Irene Kelley,Customer,500000,900,GB,47430
Finance,Duncan535 Inc,Employee Referral,Canada,NM,Kelly Frazier,Partner,500000,900,SMB,47741
Energy,Crawford536 Inc,Partner,Canada,VA,Irene Kelley,Customer,500000,900,SMB,62011
Transportation,Morton537 Inc,Employee Referral,Canada,LA,Kelly Frazier,Customer,500000,900,MM,62090
Retail,Conner538 Inc,Word of mouth,Japan,,Doroth Gardner,Partner,500000,900,SMB,18202
Finance,Tran539 Inc,Web,USA,CT,Evelyn Williamson,Customer,500000,900,GB,18203
Consulting,Davis540 Inc,Web,Canada,CT,Julie Chavez,Customer,500000,900,MM,47430
Technology,Morris541 Inc,Employee Referral,USA,RI,Laura Palmer,Partner,500000,900,COMM,47741
Education,McKinney542 Inc,Employee Referral,Thailand,,Irene Kelley,Customer,500000,900,SMB,62011
Consulting,Barnett543 Inc,Employee Referral,Hong Kong,,Irene Kelley,Partner,500000,900,GB,62090
Retail,Potter544 Inc,Employee Referral,Canada,WY,Irene McCoy,Partner,500000,900,GB,18202
Healthcare,Freeman545 Inc,Trade Show,Spain,,Johnny Green,Partner,500000,900,COMM,18203
Apparel,Caldwell546 Inc,Employee Referral,Italy,,Eric Gutierrez,Partner,500000,900,ESMB,47430
Healthcare,Bowen547 Inc,Word of mouth,France,,Dennis Howard,Customer,500000,900,MM,47741
Biotechnology,Torres548 Inc,Public Relations,Spain,,Chris Riley,Customer,500000,900,SMB,62011
Finance,Phelps549 Inc,Employee Referral,USA,TN,Nicolas Weaver,Customer,500000,900,ESMB,62090
Insurance,Garza550 Inc,Public Relations,USA,DC,Eric Gutierrez,Customer,500000,900,ESMB,18202
Consulting,Owens551 Inc,Web,Japan,,Laura Garza,Partner,500000,900,ENT,18203
Insurance,Phillips552 Inc,Web,Canada,MI,Eric Gutierrez,Customer,500000,400,SMB,47430
Engineering,Long553 Inc,Public Relations,Canada,OK,Johnny Green,Customer,500000,400,GB,47741
Media,Gibbs554 Inc,Word of mouth,Normway,,Dennis Howard,Partner,500000,400,MM,62011
Electronics,Stone555 Inc,Word of mouth,Italy,,Harold Campbell,Customer,500000,400,ESMB,62090
Consulting,Pittman556 Inc,Partner,Canada,ID,Dennis Howard,Customer,700000,400,MM,18202
Apparel,Clayton557 Inc,Word of mouth,Australia,,John Williams,Partner,700000,400,ESMB,18203
Electronics,Smith558 Inc,Seminar - Internal,Canada,SD,Laura Palmer,Partner,700000,400,COMM,47430
Technology,Williamson719 Inc,Seminar - Internal,Singapore,,Chris Riley,Partner,700000,400,SMB,47741
Engineering,Munoz720 Inc,Word of mouth,Canada,IL,John Williams,Customer,700000,400,COMM,62011
Education,Robertson721 Inc,Web,USA,NY,Evelyn Williamson,Customer,700000,400,ENT,62090
Manufacturing,Phillips722 Inc,Partner,USA,SC,Catherine Brown,Partner,700000,400,GB,18202
Banking,Wade723 Inc,Trade Show,Canada,IL,Laura Garza,Customer,700000,400,SMB,18203
Agriculture,Munoz724 Inc,Employee Referral,India,,Irene Kelley,Customer,700000,400,MM,47430
Finance,Jones725 Inc,Employee Referral,Canada,IL,Chris Riley,Customer,700000,400,MM,47741
Consulting,Cole726 Inc,Advertisement,Germany,,Irene Kelley,Customer,700000,400,ESMB,62011
Transportation,Wallace727 Inc,Employee Referral,Singapore,,Eric Sanchez,Customer,700000,400,SMB,62090
Utilities,Ellis728 Inc,Trade Show,Italy,,Irene Kelley,Customer,700000,400,SMB,18202
Consulting,Jensen729 Inc,Advertisement,Canada,KY,Irene Kelley,Partner,700000,400,SMB,18203
Energy,Joseph730 Inc,Trade Show,Canada,ME,Evelyn Williamson,Customer,700000,400,MM,47430
Banking,Cortez731 Inc,Seminar - Internal,Australia,,Irene Kelley,Customer,700000,400,SMB,47741
Consulting,McGuire732 Inc,Word of mouth,Turkey,,Eric Gutierrez,Customer,700000,400,MM,62011
Agriculture,Fleming733 Inc,Trade Show,France,,Bruce Kennedy,Partner,700000,400,SMB,62090
Engineering,Hopkins734 Inc,Trade Show,Switzerland,,Catherine Brown,Customer,700000,400,ENT,18202
Manufacturing,Jordan735 Inc,Word of mouth,China,,Bruce Kennedy,Customer,700000,400,ESMB,18203
Engineering,Schneider736 Inc,Word of mouth,Spain,,Chris Riley,Customer,700000,400,COMM,47430
Engineering,Sanchez737 Inc,Seminar - Internal,Japan,,Kelly Frazier,Customer,700000,400,MM,47741
Technology,Ferguson738 Inc,Employee Referral,Japan,,Kelly Frazier,Partner,700000,400,MM,62011
Education,Hopkins739 Inc,Employee Referral,USA,KY,Bruce Kennedy,Customer,700000,400,MM,62090
Biotechnology,Berry740 Inc,Web,Italy,,Laura Garza,Customer,700000,400,ENT,18202
Energy,Grant741 Inc,Employee Referral,Switzerland,,Kelly Frazier,Customer,700000,400,SMB,18203
Utilities,Grant742 Inc,Advertisement,Australia,,John Williams,Customer,700000,400,GB,47430
Energy,Mitchell743 Inc,Advertisement,Canada,LA,Bruce Kennedy,Customer,700000,400,GB,47741
Banking,Carlson744 Inc,Employee Referral,USA,DE,Bruce Kennedy,Partner,700000,400,MM,62011
Biotechnology,Rogers895 Inc,Employee Referral,USA,WA,Irene Kelley,Partner,700000,400,SMB,62090
Banking,Maxwell896 Inc,Word of mouth,USA,NM,Doroth Gardner,Customer,700000,400,GB,18202
Energy,Santos897 Inc,Seminar - Internal,Canada,WY,Nicolas Weaver,Partner,700000,400,SMB,18203
Manufacturing,James898 Inc,Word of mouth,Canada,OH,Catherine Brown,Customer,700000,400,GB,47430
Technology,Lindsey899 Inc,Web,USA,NV,Catherine Brown,Partner,700000,400,SMB,47741
Energy,Luna900 Inc,Trade Show,USA,NH,Bruce Kennedy,Customer,700000,400,MM,62011
Technology,Holt901 Inc,Word of mouth,Spain,,Dennis Howard,Customer,700000,400,MM,62090
Education,Dean902 Inc,Public Relations,Australia,,Dennis Howard,Customer,700000,400,ESMB,18202
Media,Elliott903 Inc,Partner,Belgium,,Evelyn Williamson,Customer,700000,400,MM,47421
Transportation,Mann904 Inc,Trade Show,USA,MA,Irene Kelley,Customer,700000,400,ESMB,47429
Technology,Park905 Inc,Trade Show,Japan,,Nicolas Weaver,Customer,700000,400,SMB,61100
Technology,Bennett906 Inc,Seminar - Internal,Japan,,Laura Garza,Partner,700000,400,GB,61200
Transportation,Adkins907 Inc,Trade Show,USA,HI,Dennis Howard,Customer,700000,400,SMB,61300
Banking,Sharp908 Inc,Web,USA,HI,Irene McCoy,Customer,700000,400,MM,61900
Technology,Carson909 Inc,Trade Show,Canada,PA,Johnny Green,Customer,700000,400,COMM,47421
Communications,Davis910 Inc,Seminar - Internal,USA,MA,Doroth Gardner,Customer,700000,400,SMB,47429
Technology,Ferguson911 Inc,Word of mouth,Normway,,Eric Sanchez,Customer,700000,400,GB,61100
Biotechnology,Robinson912 Inc,Web,Canada,KY,John Williams,Customer,700000,400,MM,61200
Electronics,Richards913 Inc,Word of mouth,Canada,NH,Irene McCoy,Customer,700000,400,GB,61300
Media,Ingram914 Inc,Word of mouth,Taiwan,,Johnny Green,Customer,700000,400,SMB,61900
Biotechnology,Dixon915 Inc,Trade Show,Denmark,,Eric Sanchez,Customer,700000,400,ESMB,47421
Engineering,Mullins916 Inc,Employee Referral,Japan,,Eric Sanchez,Partner,700000,400,COMM,47429
Agriculture,Malone917 Inc,Employee Referral,Canada,ME,Laura Garza,Partner,700000,400,COMM,61100
Consulting,Walters918 Inc,Employee Referral,Denmark,,Eric Sanchez,Partner,700000,400,MM,61200
Apparel,Love919 Inc,Trade Show,Normway,,Evelyn Williamson,Customer,700000,400,ENT,61300
Biotechnology,Griffin920 Inc,Partner,USA,AK,Dennis Howard,Customer,700000,400,COMM,61900
Retail,Cunningham337 Inc,Partner,Hong Kong,,Harold Campbell,Customer,700000,400,SMB,47421
Engineering,Byrd338 Inc,Public Relations,Spain,,Nicolas Weaver,Customer,700000,400,COMM,47429
Technology,Poole339 Inc,Employee Referral,Singapore,,Johnny Green,Customer,700000,400,MM,61100
Manufacturing,Massey340 Inc,Word of mouth,Italy,,Eric Gutierrez,Customer,700000,400,SMB,61200
Media,Garza341 Inc,Trade Show,India,,Eric Sanchez,Customer,700000,400,GB,61300
Media,Simpson342 Inc,Public Relations,Canada,HI,Johnny Green,Customer,700000,400,SMB,61900
Insurance,Shaw343 Inc,Employee Referral,Canada,NY,Bruce Kennedy,Customer,700000,400,ESMB,47421
Manufacturing,Clayton344 Inc,Web,USA,CA,Eric Gutierrez,Customer,700000,400,MM,47429
Technology,Armstrong345 Inc,Employee Referral,Denmark,,Laura Garza,Customer,700000,400,MM,61100
Technology,Benson346 Inc,Employee Referral,China,,Julie Chavez,Customer,700000,400,MM,61200
Education,Bowman347 Inc,Employee Referral,USA,SC,Irene McCoy,Customer,700000,400,GB,61300
Retail,Arnold348 Inc,Partner,Mexico,,Eric Sanchez,Partner,700000,400,COMM,61900
Manufacturing,Webster349 Inc,Partner,USA,IL,Laura Garza,Customer,700000,400,SMB,47421
Technology,Weaver350 Inc,Seminar - Internal,Turkey,,Julie Chavez,Partner,700000,400,MM,77341
Biotechnology,Vasquez351 Inc,Employee Referral,Singapore,,Julie Chavez,Customer,700000,400,COMM,77351
Consulting,Lowe352 Inc,Web,Japan,,John Williams,Customer,700000,400,SMB,77352
Transportation,Jensen353 Inc,Web,Japan,,Johnny Green,Customer,700000,400,SMB,80100
Telecommunications,Franklin354 Inc,Word of mouth,USA,CT,Nicolas Weaver,Customer,700000,400,GB,49100
Technology,Freeman355 Inc,Advertisement,Canada,NE,John Williams,Customer,700000,400,ESMB,49200
Insurance,Bennett356 Inc,Partner,USA,IN,Eric Gutierrez,Customer,700000,400,SMB,49311
Consulting,Stewart357 Inc,Partner,Japan,,Chris Riley,Customer,700000,400,ESMB,49319
Media,Abbott358 Inc,Partner,USA,AR,Eric Sanchez,Customer,700000,400,MM,49320
Banking,Mills359 Inc,Partner,Canada,GA,Julie Chavez,Customer,700000,400,COMM,49390
Insurance,Roy360 Inc,Advertisement,Taiwan,,Nicolas Weaver,Customer,700000,400,ENT,77341
Manufacturing,Joseph361 Inc,Web,Switzerland,,Eric Sanchez,Partner,700000,400,MM,77351
Retail,Richards362 Inc,Trade Show,Singapore,,Irene Kelley,Partner,700000,400,MM,77352
Energy,Ross559 Inc,Employee Referral,Canada,NH,Harold Campbell,Partner,700000,400,ESMB,80100
Education,Russell560 Inc,Employee Referral,Japan,,Irene McCoy,Customer,700000,400,ENT,49100
Finance,Watkins561 Inc,Web,USA,AR,Laura Garza,Partner,700000,400,MM,49200
Banking,Beck562 Inc,Trade Show,Canada,MD,Doroth Gardner,Customer,700000,400,SMB,49311
Insurance,Keller563 Inc,Web,France,,Harold Campbell,Customer,700000,400,MM,49319
Electronics,Brady564 Inc,Web,USA,CA,Chris Riley,Customer,700000,400,MM,49320
Energy,Austin565 Inc,Seminar - Internal,Canada,KS,Harold Campbell,Partner,700000,400,MM,49390
Technology,Todd566 Inc,Employee Referral,Taiwan,,Eric Gutierrez,Partner,700000,400,ESMB,77341
Telecommunications,Green567 Inc,Employee Referral,Switzerland,,John Williams,Partner,700000,400,SMB,77351
Engineering,Long568 Inc,Web,Russian,,Irene McCoy,Customer,700000,400,ENT,77352
Retail,Horton569 Inc,Word of mouth,Canada,ID,Eric Gutierrez,Customer,700000,400,ESMB,80100
Communications,Mitchell570 Inc,Word of mouth,Japan,,Chris Riley,Customer,700000,400,GB,49100
Education,Freeman571 Inc,Web,Canada,OK,Irene Kelley,Customer,700000,400,SMB,49200
Engineering,Fox572 Inc,Employee Referral,Spain,,Irene Kelley,Partner,700000,400,MM,49311
Technology,Haynes573 Inc,Word of mouth,Switzerland,,Doroth Gardner,Partner,700000,400,MM,49319
Biotechnology,Cain574 Inc,Advertisement,Switzerland,,Evelyn Williamson,Partner,700000,400,ENT,49320
Finance,Grant575 Inc,Seminar - Internal,Canada,AL,Julie Chavez,Partner,700000,400,SMB,49390
Banking,Bowen576 Inc,Employee Referral,USA,HI,Kelly Frazier,Customer,700000,400,SMB,77341
Insurance,Tucker577 Inc,Word of mouth,USA,CO,Eric Gutierrez,Customer,700000,400,SMB,77351
Education,Vargas578 Inc,Employee Referral,Canada,UT,Chris Riley,Partner,700000,400,ESMB,77352
Retail,Hernandez579 Inc,Web,Canada,HI,Doroth Gardner,Partner,700000,400,SMB,80100
Transportation,Griffith580 Inc,Trade Show,USA,TX,Doroth Gardner,Partner,700000,400,ESMB,49100
Finance,Ford745 Inc,Partner,USA,WA,Catherine Brown,Customer,700000,400,SMB,49200
Engineering,Greer746 Inc,Public Relations,Canada,NM,Irene McCoy,Partner,700000,400,SMB,49311
Insurance,Douglas747 Inc,Word of mouth,United Kingdom,,Catherine Brown,Customer,700000,400,GB,49319
Manufacturing,Mendoza748 Inc,Partner,Switzerland,,Harold Campbell,Partner,700000,400,GB,49320
Telecommunications,Hall749 Inc,Word of mouth,Japan,,Johnny Green,Customer,700000,400,MM,49390
Banking,Payne750 Inc,Employee Referral,USA,MO,Irene McCoy,Partner,700000,400,ENT,77341
Retail,Freeman751 Inc,Partner,Germany,,Eric Gutierrez,Customer,2000000,1100,ENT,77351
Banking,Rivera752 Inc,Trade Show,USA,GA,Evelyn Williamson,Customer,2000000,1100,MM,77352
Technology,Chambers753 Inc,Word of mouth,Australia,,Dennis Howard,Partner,2000000,1100,GB,80100
Energy,Gill754 Inc,Employee Referral,Mexico,,Doroth Gardner,Partner,2000000,1100,MM,49100
Biotechnology,Becker755 Inc,Web,Japan,,Chris Riley,Partner,2000000,1100,ENT,49200
Education,Harper756 Inc,Public Relations,USA,SD,Doroth Gardner,Customer,2000000,1100,COMM,49311
Manufacturing,Ramirez757 Inc,Advertisement,Belgium,,Johnny Green,Partner,2000000,1100,ESMB,49319
Telecommunications,Hall758 Inc,Employee Referral,USA,NJ,Chris Riley,Customer,2000000,1100,SMB,49320
Media,Reynolds759 Inc,Public Relations,Canada,AL,Eric Sanchez,Customer,2000000,1100,ENT,49390
Finance,Hogan760 Inc,Advertisement,India,,Harold Campbell,Partner,2000000,1100,ENT,77341
Apparel,Hoffman761 Inc,Word of mouth,China,,Harold Campbell,Customer,2000000,1100,ENT,77351
Insurance,Fleming762 Inc,Trade Show,USA,RI,Chris Riley,Customer,2000000,1100,ENT,61100
Electronics,Brewer763 Inc,Trade Show,India,,Dennis Howard,Customer,2000000,1100,SMB,35130
Technology,Sharp764 Inc,Employee Referral,Canada,MS,Eric Sanchez,Customer,2000000,1100,SMB,35220
Communications,Myers765 Inc,Partner,Canada,MA,Eric Gutierrez,Customer,2000000,1100,MM,36000
Electronics,Greer766 Inc,Advertisement,Canada,UT,Catherine Brown,Customer,2000000,1100,MM,38110
Energy,Casey767 Inc,Advertisement,United Kingdom,,Evelyn Williamson,Customer,2000000,1100,GB,35130
Manufacturing,Rodriguez768 Inc,Web,Japan,,Nicolas Weaver,Customer,2000000,1100,SMB,35220
Insurance,Wilkerson769 Inc,Employee Referral,Japan,,Dennis Howard,Customer,2000000,1100,ENT,36000
Telecommunications,Cooper770 Inc,Advertisement,United Kingdom,,John Williams,Partner,2000000,1100,SMB,38110
Engineering,Lawson921 Inc,Word of mouth,Normway,,Catherine Brown,Customer,2000000,1100,GB,35130
Retail,Bennett922 Inc,Advertisement,Italy,,Nicolas Weaver,Customer,2000000,1100,ESMB,35220
Electronics,Pierce923 Inc,Partner,Hong Kong,,Julie Chavez,Partner,2000000,1100,ESMB,36000
Utilities,Turner924 Inc,Partner,Korea,,Doroth Gardner,Customer,2000000,1100,ESMB,38110
Education,Graves925 Inc,Word of mouth,China,,Harold Campbell,Customer,2000000,1100,ENT,35130
Engineering,Bryan926 Inc,Web,Singapore,,Harold Campbell,Customer,2000000,1100,GB,35220
Retail,Blair927 Inc,Trade Show,Japan,,Dennis Howard,Customer,2000000,1100,MM,36000
Apparel,Collins928 Inc,Advertisement,Singapore,,Laura Palmer,Customer,2000000,1100,SMB,38110
Utilities,Harrison929 Inc,Word of mouth,Mexico,,John Williams,Customer,2000000,1100,ESMB,35130
Biotechnology,Harris930 Inc,Trade Show,Thailand,,Kelly Frazier,Customer,2000000,1100,COMM,35220
Finance,McCarthy931 Inc,Trade Show,Canada,MT,Eric Sanchez,Partner,2000000,1100,MM,36000
Telecommunications,Patterson932 Inc,Employee Referral,USA,LA,Doroth Gardner,Customer,2000000,1100,MM,38110
Energy,Hopkins933 Inc,Employee Referral,Switzerland,,Eric Sanchez,Customer,2000000,1100,SMB,35130
Insurance,Brewer934 Inc,Partner,Brazil,,Bruce Kennedy,Customer,2000000,1100,SMB,35220
Electronics,Stokes935 Inc,Advertisement,Hong Kong,,Eric Sanchez,Customer,2000000,1100,SMB,36000
Telecommunications,Mendoza936 Inc,Trade Show,China,,Laura Garza,Customer,2000000,1100,COMM,38110
Agriculture,Glover937 Inc,Employee Referral,USA,AZ,Eric Gutierrez,Customer,2000000,1100,GB,35130
Energy,Bowen938 Inc,Advertisement,USA,CT,John Williams,Customer,2000000,1100,SMB,35220
Biotechnology,Watkins939 Inc,Employee Referral,United Kingdom,,Eric Gutierrez,Customer,2000000,1100,SMB,36000
Finance,Bowman940 Inc,Trade Show,United Kingdom,,Laura Garza,Customer,2000000,1100,ESMB,38110
Apparel,Brewer941 Inc,Partner,Brazil,,Laura Garza,Partner,2000000,1100,SMB,35130
Agriculture,Bailey942 Inc,Word of mouth,USA,IA,Laura Palmer,Customer,2000000,1100,SMB,35220
Consulting,Lynch943 Inc,Advertisement,India,,Johnny Green,Customer,2000000,1100,SMB,36000
Insurance,Holloway944 Inc,Web,Singapore,,Kelly Frazier,Customer,2000000,1100,MM,38110
Insurance,Holmes945 Inc,Advertisement,Hong Kong,,Eric Sanchez,Customer,2000000,1100,ENT,35130
Consulting,Santiago946 Inc,Seminar - Internal,Normway,,John Williams,Customer,2000000,1100,MM,35220
Manufacturing,Acme,,USA,NY,Admin User,Partner,2000000,1100,GB,36000
Media,Global Media,,Canada,Ontario,Admin User,Customer,2000000,1100,ENT,38110
