OpportunityId,PricebookEntryId,Quantity,TotalPrice
Opportunity for Caldwell280,650,1477,738500
Opportunity for Phillips797,60,493,24650
Opportunity for Gibson571,100,1302,117180
Opportunity for Santiago1841,2000,1846,2953600
Opportunity for Perry395,150,1982,237840
Opportunity for Santiago1975,300,611,122200
Opportunity for Cortez1194,1000,394,334900
Opportunity for Greene1011,500,431,215500
Opportunity for Malone741,2000,782,1251200
Opportunity for Hawkins1574,800,1918,1150800
Opportunity for Nichols74,50,1870,74800
Opportunity for Roberson540,2000,1362,2179200
Opportunity for Evans607,40,1174,41090
Opportunity for Newton1243,450,973,218925
Opportunity for Brown261,800,665,399000
Opportunity for Yates557,40,1806,63210
Opportunity for Fitzgerald1884,1000,374,317900
Opportunity for Figueroa890,1400,1351,1688750
Opportunity for Snyder164,1400,1832,2290000
Opportunity for Gordon748,800,337,202200
Opportunity for Smith497,1400,1084,1355000
Opportunity for Oliver1996,50,1245,49800
Opportunity for Cortez1855,450,1716,386100
Opportunity for Hudson940,1200,1065,1171500
Opportunity for Parsons1107,800,15,9000
Opportunity for Hunter534,1000,183,155550
Opportunity for Glover1146,100,618,55620
Opportunity for McBride1526,150,157,18840
Opportunity for Keller1111,1600,1586,2220400
Opportunity for Gordon1846,1600,554,775600
Opportunity for Peterson1536,550,86,43000
Opportunity for Perkins1263,450,1203,270675
Opportunity for Simon1655,100,1696,152640
Opportunity for Lyons494,2000,846,1353600
Opportunity for Cobb514,300,1188,237600
Opportunity for Potter795,650,1195,597500
Opportunity for Bowers1284,50,898,35920
Opportunity for Owen548,50,1170,46800
Opportunity for Saunders1546,2000,1710,2736000
Opportunity for Johnson1707,1600,267,373800
Opportunity for Martin324,1000,1563,1328550
Opportunity for Farmer932,2000,504,806400
Opportunity for Schmidt153,300,718,143600
Opportunity for Benson1702,550,506,253000
Opportunity for Davis947,1000,1795,1525750
Opportunity for Silva498,300,230,46000
Opportunity for Jones1213,450,155,34875
Opportunity for Burgess1578,2000,1275,2040000
Opportunity for Rogers813,50,1175,47000
Opportunity for Shelton1569,800,331,198600
Opportunity for Douglas198,450,104,23400
Opportunity for Graham101,1400,197,246250
Opportunity for Medina1531,550,916,458000
Opportunity for Townsend767,1000,550,467500
Opportunity for Leonard357,550,965,482500
Opportunity for Ford1645,50,849,33960
Opportunity for Figueroa377,450,1994,448650
Opportunity for Bailey1750,150,661,79320
Opportunity for Wise1501,450,1643,369675
Opportunity for Malone1334,1600,662,926800
Opportunity for Moreno1923,50,250,10000
Opportunity for Wood9,300,1608,321600
Opportunity for Hall811,550,521,260500
Opportunity for Barton1670,100,1934,174060
Opportunity for Bush143,50,2000,80000
Opportunity for Wade743,2000,1155,1848000
Opportunity for Reynolds330,100,1473,132570
Opportunity for Pierce1329,150,138,16560
Opportunity for Yates1869,450,1564,351900
Opportunity for Young1496,550,438,219000
Opportunity for Freeman717,550,801,400500
Opportunity for Ramos1851,150,1118,134160
Opportunity for Barnes515,50,24,960
Opportunity for Willis1235,150,1129,135480
Opportunity for Gordon872,40,1177,41195
Opportunity for Todd1938,1600,333,466200
Opportunity for Wilkerson493,450,730,164250
Opportunity for Hughes978,450,993,223425
Opportunity for Pope1533,150,380,45600
Opportunity for Mendoza1637,550,1940,970000
Opportunity for Zimmerman1075,600,1797,718800
Opportunity for Ellis1978,550,64,32000
Opportunity for Scott450,1400,217,271250
Opportunity for George1585,1600,1478,2069200
Opportunity for Hunter877,550,1685,842500
Opportunity for Warner1436,550,1172,586000
Opportunity for Newman817,50,1657,66280
Opportunity for Burns1830,50,338,13520
Opportunity for Bridges657,60,1904,95200
Opportunity for Stone1195,1600,941,1317400
Opportunity for Ruiz1499,100,1620,145800
Opportunity for Delgado1258,1600,986,1380400
Opportunity for Hopkins334,50,1658,66320
Opportunity for Lamb445,800,1197,718200
Opportunity for Logan599,300,922,184400
Opportunity for West1117,1200,1389,1527900
Opportunity for Bennett135,800,1878,1126800
Opportunity for Hill1696,800,836,501600
Opportunity for Davis947,40,1406,49210
Opportunity for Nichols1095,1000,1967,1671950
Opportunity for Dixon1438,40,13,455
Opportunity for Weber1216,300,343,68600
Opportunity for Lynch922,150,172,20640
Opportunity for Bridges1649,1400,459,573750
Opportunity for Fowler938,1200,620,682000
Opportunity for Cruz225,800,1967,1180200
Opportunity for Bass32,300,1387,277400
Opportunity for Neal351,450,147,33075
Opportunity for Padilla1409,550,528,264000
Opportunity for Mathis376,50,1658,66320
Opportunity for Bradley14,100,1594,143460
Opportunity for Murray1537,450,787,177075
Opportunity for Richards1633,50,617,24680
Opportunity for Paul1228,100,797,71730
Opportunity for Salazar499,100,1569,141210
Opportunity for Stone749,150,1775,213000
Opportunity for Hart1061,100,1306,117540
Opportunity for Ortega1253,450,1848,415800
Opportunity for Roy337,300,488,97600
Opportunity for Foster1754,150,1511,181320
Opportunity for Hubbard735,300,1812,362400
Opportunity for Vargas1984,500,717,358500
Opportunity for Greene839,550,1059,529500
Opportunity for Flores1679,1000,1246,1059100
Opportunity for Lawson1425,1200,1057,1162700
Opportunity for Taylor1684,600,480,192000
Opportunity for Patterson1324,150,1771,212520
Opportunity for Brewer602,60,1648,82400
Opportunity for Fleming1809,650,710,355000
Opportunity for Mitchell1766,50,1874,74960
Opportunity for Houston1041,2000,1527,2443200
Opportunity for Freeman588,600,1283,513200
Opportunity for Mendoza1637,1200,1901,2091100
Opportunity for Cobb427,650,1027,513500
Opportunity for Ballard394,50,1583,63320
Opportunity for Franklin1300,150,36,4320
Opportunity for Reynolds593,1000,1876,1594600
Opportunity for Moore962,150,333,39960
Opportunity for Walsh1003,100,961,86490
Opportunity for Gordon1846,150,732,87840
Opportunity for Fitzgerald131,300,892,178400
Opportunity for Moody1739,1000,618,525300
Opportunity for Stone1079,550,1958,979000
Opportunity for Pittman1838,650,1724,862000
Opportunity for Mathis376,1600,408,571200
Opportunity for Jordan360,550,1664,832000
Opportunity for Becker94,40,225,7875
Opportunity for Phelps1180,500,520,260000
Opportunity for Hale974,650,273,136500
Opportunity for Poole1123,100,1981,178290
Opportunity for Simpson1868,1400,1228,1535000
Opportunity for Fields691,1000,1453,1235050
Opportunity for McDonald437,800,569,341400
Opportunity for Scott450,2000,916,1465600
Opportunity for Jacobs1464,150,302,36240
Opportunity for Delgado355,1200,1170,1287000
Opportunity for Jennings1368,500,1642,821000
Opportunity for Guzman1338,450,1139,256275
Opportunity for Pittman1961,50,55,2200
Opportunity for Garrett390,550,474,237000
Opportunity for Frazier1159,50,172,6880
Opportunity for Medina1844,600,1565,626000
Opportunity for Stone1389,60,233,11650
Opportunity for Howard453,450,1000,225000
Opportunity for Watts34,1000,1028,873800
Opportunity for Gardner1632,300,650,130000
Opportunity for Murray1210,1400,106,132500
Opportunity for Bush282,50,171,6840
Opportunity for Freeman367,1000,1137,966450
Opportunity for Valdez617,150,1774,212880
Opportunity for Carroll233,600,197,78800
Opportunity for Little678,550,248,124000
Opportunity for Todd1747,2000,816,1305600
Opportunity for Bishop1962,1400,54,67500
Opportunity for Townsend1256,300,1220,244000
Opportunity for Bryant359,60,1940,97000
Opportunity for Washington827,800,1537,922200
Opportunity for Rios937,500,618,309000
Opportunity for Dennis260,2000,1606,2569600
Opportunity for McBride1526,600,1597,638800
Opportunity for Williamson1573,1400,1884,2355000
Opportunity for Clark167,600,1224,489600
Opportunity for Reynolds1553,100,991,89190
Opportunity for Arnold1119,1400,1623,2028750
Opportunity for Shaw138,1000,388,329800
Opportunity for Norman655,1600,70,98000
Opportunity for Moore1870,50,648,25920
Opportunity for Wilkerson1956,2000,51,81600
Opportunity for Bryan454,650,244,122000
Opportunity for Byrd307,2000,726,1161600
Opportunity for Grant1751,2000,543,868800
Opportunity for Joseph1936,1400,1608,2010000
Opportunity for Abbott1444,60,1485,74250
Opportunity for Mitchell1555,150,394,47280
Opportunity for Barnett1692,2000,1831,2929600
Opportunity for Woods964,550,387,193500
Opportunity for Nguyen1971,650,1693,846500
Opportunity for Jefferson936,100,1060,95400
Opportunity for Patterson1939,2000,300,480000
Opportunity for McKenzie1905,1400,647,808750
Opportunity for Ray1381,50,834,33360
Opportunity for Reynolds593,300,591,118200
Opportunity for Poole1554,500,374,187000
Opportunity for Ramirez1853,1200,1842,2026200
Opportunity for Joseph764,50,324,12960
Opportunity for Quinn715,1000,1951,1658350
Opportunity for Lamb1584,1000,1145,973250
Opportunity for Graves848,450,903,203175
Opportunity for Patton185,60,1038,51900
Opportunity for Johnston583,60,1306,65300
Opportunity for Santiago36,800,828,496800
Opportunity for Martin324,1000,1524,1295400
Opportunity for Clayton1798,550,1130,565000
Opportunity for Atkins680,550,1560,780000
Opportunity for Frank1308,450,558,125550
Opportunity for Fleming1058,1600,1214,1699600
Opportunity for Gill1990,50,1468,58720
Opportunity for Newman536,2000,1496,2393600
Opportunity for McCormick1712,150,1966,235920
Opportunity for Howard1193,450,870,195750
Opportunity for Clayton468,50,1749,69960
Opportunity for Simpson729,650,111,55500
Opportunity for Gray127,550,1468,734000
Opportunity for Pena1659,100,1160,104400
Opportunity for Lopez344,550,388,194000
Opportunity for Douglas198,50,443,17720
Opportunity for Bush283,1200,1721,1893100
Opportunity for Jackson1454,550,1073,536500
Opportunity for Carlson1808,1000,514,436900
Opportunity for Clayton43,550,193,96500
Opportunity for Pearson288,500,1513,756500
Opportunity for Fisher1025,50,823,32920
Opportunity for Spencer1690,1600,702,982800
Opportunity for Houston1041,1400,824,1030000
Opportunity for Riley1579,2000,132,211200
Opportunity for Reese1890,60,1079,53950
Opportunity for Stone749,50,1024,40960
Opportunity for Pratt1705,550,547,273500
Opportunity for Welch436,550,1041,520500
Opportunity for Simpson1868,2000,1491,2385600
Opportunity for Holland1375,550,1200,600000
Opportunity for Fields1423,50,1719,68760
Opportunity for Hamilton810,100,1598,143820
Opportunity for Taylor423,300,1347,269400
Opportunity for Hicks1818,800,1352,811200
Opportunity for Porter1608,50,464,18560
Opportunity for Huff45,150,1889,226680
Opportunity for Schwartz533,60,1647,82350
Opportunity for Smith232,450,1790,402750
Opportunity for Glover1146,650,713,356500
Opportunity for Brady1273,1600,1956,2738400
Opportunity for Morgan1858,650,942,471000
Opportunity for Dixon1786,150,1881,225720
Opportunity for Pope1318,40,1420,49700
Opportunity for Pope1533,2000,1958,3132800
Opportunity for Burgess1578,550,1782,891000
Opportunity for Walton884,1600,799,1118600
Opportunity for West913,1000,1616,1373600
Opportunity for Gibbs1339,1600,900,1260000
Opportunity for Schmidt153,800,1456,873600
Opportunity for Bennett786,50,481,19240
Opportunity for Norris348,300,1009,201800
Opportunity for Jenkins1917,1600,834,1167600
Opportunity for Martin1417,50,1283,51320
Opportunity for Bowman888,1200,41,45100
Opportunity for Stevenson1289,1000,221,187850
Opportunity for Roberson1362,650,492,246000
Opportunity for Marsh379,550,210,105000
Opportunity for Morales903,2000,1124,1798400
Opportunity for Jordan57,1000,1673,1422050
Opportunity for Hernandez555,1600,136,190400
Opportunity for Casey692,60,1701,85050
Opportunity for Johnson217,600,1481,592400
Opportunity for Burke305,1200,485,533500
Opportunity for Murray1537,450,1767,397575
Opportunity for Lucas1330,1000,320,272000
Opportunity for Cox29,1400,1708,2135000
Opportunity for Lynch352,1000,170,144500
Opportunity for Horton1509,1200,175,192500
Opportunity for Vasquez1191,1000,1366,1161100
Opportunity for Lee341,450,422,94950
Opportunity for Santiago36,2000,1290,2064000
Opportunity for Wilson104,550,1271,635500
Opportunity for Andrews855,550,561,280500
Opportunity for Quinn1529,1400,1769,2211250
Opportunity for Holmes1682,550,1896,948000
Opportunity for Ellis192,500,1829,914500
Opportunity for Christensen462,150,1115,133800
Opportunity for Watson1794,550,1674,837000
Opportunity for Christensen684,1200,304,334400
Opportunity for Montgomery660,600,1698,679200
Opportunity for Hart1523,550,731,365500
Opportunity for Curry501,550,1862,931000
Opportunity for Mullins1371,1600,95,133000
Opportunity for Hughes1293,650,1587,793500
Opportunity for Vasquez1131,150,826,99120
Opportunity for Ball1924,300,1039,207800
Opportunity for Johnston1675,50,91,3640
Opportunity for Patton185,1000,1485,1262250
Opportunity for Simon40,600,1130,452000
Opportunity for Vega1434,1200,782,860200
Opportunity for Watts34,600,1817,726800
Opportunity for Graham30,300,754,150800
Opportunity for Cortez1194,50,476,19040
Opportunity for Freeman367,450,291,65475
Opportunity for Hoffman1096,550,309,154500
Opportunity for Franklin519,550,1076,538000
Opportunity for Estrada621,50,1506,60240
Opportunity for Morris829,60,850,42500
Opportunity for Lynch922,1600,1094,1531600
Opportunity for Flores1296,1400,185,231250
Opportunity for Dennis524,100,30,2700
Opportunity for Osborne653,2000,495,792000
Opportunity for Huff45,500,1945,972500
Opportunity for Munoz1435,600,1510,604000
Opportunity for Bell690,800,1303,781800
Opportunity for Silva728,2000,945,1512000
Opportunity for Bryant543,2000,1920,3072000
Opportunity for Fisher44,800,1965,1179000
Opportunity for Higgins293,60,1975,98750
Opportunity for Rogers813,650,597,298500
Opportunity for Boyd1883,60,960,48000
Opportunity for Garrett1512,500,1483,741500
Opportunity for Todd725,150,1218,146160
Opportunity for Snyder164,150,1140,136800
Opportunity for Roberts1323,1200,741,815100
Opportunity for Watkins896,650,97,48500
Opportunity for Daniels627,800,1516,909600
Opportunity for Ryan857,550,1464,732000
Opportunity for Ward1356,650,340,170000
Opportunity for Stevenson463,50,581,23240
Opportunity for Owens189,40,511,17885
Opportunity for Cole1302,550,747,373500
Opportunity for Keller1431,1600,509,712600
Opportunity for Phillips1742,550,1332,666000
Opportunity for Webster125,150,1101,132120
Opportunity for Jefferson17,50,541,21640
Opportunity for Collier1376,100,643,57870
Opportunity for Delgado723,50,1423,56920
Opportunity for Olson1590,100,129,11610
Opportunity for Wilkins391,600,1370,548000
Opportunity for French411,550,977,488500
Opportunity for Owen1000,550,528,264000
Opportunity for Thomas279,550,1334,667000
Opportunity for Hogan11,450,1467,330075
Opportunity for Delgado76,2000,801,1281600
Opportunity for Lowe792,50,1420,56800
Opportunity for Barnett990,550,181,90500
Opportunity for Dennis260,150,1225,147000
Opportunity for Freeman268,100,1771,159390
Opportunity for Lopez1040,60,1591,79550
Opportunity for Garcia1525,1000,139,118150
Opportunity for Smith497,150,995,119400
Opportunity for Wells18,1400,717,896250
Opportunity for Brewer602,150,423,50760
Opportunity for Morales1749,450,1630,366750
Opportunity for Chandler1816,150,1217,146040
Opportunity for Reynolds330,150,338,40560
Opportunity for Marsh1806,50,1471,58840
Opportunity for Barton1670,800,22,13200
Opportunity for Estrada1124,500,1133,566500
Opportunity for Brady1141,1200,1082,1190200
Opportunity for Paul1992,1000,331,281350
Opportunity for Luna668,550,292,146000
Opportunity for Collier517,60,810,40500
Opportunity for Rodriquez1114,1600,632,884800
Opportunity for Rodgers1173,100,455,40950
Opportunity for Harrington447,300,1374,274800
Opportunity for Mathis1864,650,1740,870000
Opportunity for Gordon1743,1600,1571,2199400
Opportunity for Owen1518,550,1876,938000
Opportunity for Estrada1122,100,1319,118710
Opportunity for Cannon1361,100,256,23040
Opportunity for Hubbard943,1000,1594,1354900
Opportunity for Stone1195,100,841,75690
Opportunity for Lucas687,450,581,130725
Opportunity for Cooper408,650,1040,520000
Opportunity for Bass32,1400,1691,2113750
Opportunity for Bowen1885,40,801,28035
Opportunity for Lyons494,1000,1198,1018300
Opportunity for Adams87,150,950,114000
Opportunity for Bridges942,800,83,49800
Opportunity for Schneider782,450,1186,266850
Opportunity for Phillips1313,600,1070,428000
Opportunity for Clarke523,2000,1490,2384000
Opportunity for Jackson959,550,1762,881000
Opportunity for Hanson1790,1600,203,284200
Opportunity for Clark413,150,432,51840
Opportunity for Cannon4,450,1758,395550
Opportunity for Delgado1258,500,1499,749500
Opportunity for Crawford1065,150,733,87960
Opportunity for Greer1,50,1433,57320
Opportunity for Santiago36,1000,1877,1595450
Opportunity for Webster1954,100,1830,164700
Opportunity for West1117,2000,652,1043200
Opportunity for Lynch113,1400,1046,1307500
Opportunity for Ward1697,1400,153,191250
Opportunity for Palmer789,1200,988,1086800
Opportunity for Townsend767,1400,1529,1911250
Opportunity for Hoffman1037,550,388,194000
Opportunity for Burns457,800,350,210000
Opportunity for Carroll1681,1000,983,835550
Opportunity for Bishop1691,550,799,399500
Opportunity for Guzman794,50,25,1000
Opportunity for Lewis1788,1400,765,956250
Opportunity for Reynolds1553,2000,1393,2228800
Opportunity for Phillips16,2000,84,134400
Opportunity for Thomas1257,50,304,12160
Opportunity for Roberts1323,650,509,254500
Opportunity for McBride1915,50,1492,59680
Opportunity for Schwartz75,450,506,113850
Opportunity for Payne1774,100,32,2880
Opportunity for Newton1910,1000,276,234600
Opportunity for Munoz1931,50,945,37800
Opportunity for Rodgers1173,100,1873,168570
Opportunity for Owens1092,50,935,37400
Opportunity for Hart387,1000,968,822800
Opportunity for Zimmerman1763,1400,1504,1880000
Opportunity for Mathis1595,800,1178,706800
Opportunity for Simpson729,1200,129,141900
Opportunity for Norton1479,300,1158,231600
Opportunity for White1920,650,570,285000
Opportunity for Warner1943,150,770,92400
Opportunity for Jackson1400,150,1227,147240
Opportunity for Beck451,60,329,16450
Opportunity for Gross993,1200,627,689700
Opportunity for Clark1301,150,367,44040
Opportunity for Sanchez1097,1000,1645,1398250
Opportunity for Little142,1000,1677,1425450
Opportunity for Farmer1823,550,229,114500
Opportunity for Medina118,100,832,74880
Opportunity for Allison1432,1400,1136,1420000
Opportunity for Crawford995,2000,901,1441600
Opportunity for Daniel875,550,913,456500
Opportunity for Jensen1854,1000,784,666400
Opportunity for Saunders236,1400,813,1016250
Opportunity for Peters1631,1200,929,1021900
Opportunity for Cook220,150,1890,226800
Opportunity for Jackson1662,1400,240,300000
Opportunity for Grant1848,1000,1071,910350
Opportunity for Gomez846,550,139,69500
Opportunity for Herrera285,550,1940,970000
Opportunity for Gray95,1000,642,545700
Opportunity for Medina1531,60,1570,78500
Opportunity for Cain418,150,948,113760
Opportunity for Martin1417,2000,21,33600
Opportunity for Davidson1004,40,891,31185
Opportunity for Bradley1628,450,1062,238950
Opportunity for Baker364,50,452,18080
Opportunity for Alvarado1597,550,1697,848500
Opportunity for Daniel875,550,863,431500
Opportunity for Paul1992,50,786,31440
Opportunity for Gomez345,1600,1670,2338000
Opportunity for Lee372,1600,1067,1493800
Opportunity for Barton1764,650,1749,874500
Opportunity for Schultz1008,450,1950,438750
Opportunity for Hawkins1785,300,1388,277600
Opportunity for Wilkins1535,1400,1974,2467500
Opportunity for Barnes515,600,541,216400
Opportunity for Bush143,450,1446,325350
Opportunity for Rios179,60,328,16400
Opportunity for Robinson1085,650,30,15000
Opportunity for Patrick1813,2000,310,496000
Opportunity for Lucas687,100,143,12870
Opportunity for Neal80,800,152,91200
Opportunity for Sanchez1683,1400,476,595000
Opportunity for Hughes1780,500,1655,827500
Opportunity for Rodriquez1153,1600,1871,2619400
Opportunity for Barnes141,100,1540,138600
Opportunity for Ingram270,450,666,149850
Opportunity for Olson321,300,186,37200
Opportunity for Norman145,150,1570,188400
Opportunity for Freeman588,100,549,49410
Opportunity for Walker865,450,297,66825
Opportunity for Lucas1948,500,1714,857000
Opportunity for Brady754,1400,1835,2293750
Opportunity for Norman968,450,189,42525
Opportunity for Jackson1662,1000,1448,1230800
Opportunity for Nelson1089,1000,306,260100
Opportunity for Harmon1481,1000,1949,1656650
Opportunity for Wolfe1449,150,469,56280
Opportunity for Ferguson422,50,663,26520
Opportunity for Gross993,450,1482,333450
Opportunity for Burns895,1600,1027,1437800
Opportunity for Mullins1568,300,852,170400
Opportunity for Burgess1578,650,1518,759000
Opportunity for Simpson669,650,1515,757500
Opportunity for Weber92,600,29,11600
Opportunity for Brady910,550,1241,620500
Opportunity for Herrera1391,450,1161,261225
Opportunity for Ball1924,100,479,43110
Opportunity for Stewart887,100,395,35550
Opportunity for Yates676,1400,651,813750
Opportunity for Hicks254,100,580,52200
Opportunity for Brooks1877,450,49,11025
Opportunity for Frazier1159,1200,196,215600
Opportunity for Patterson1324,50,350,14000
Opportunity for Gomez345,60,1529,76450
Opportunity for Tucker1723,1600,1589,2224600
Opportunity for Nguyen1971,1000,1194,1014900
Opportunity for Jones110,50,79,3160
Opportunity for Mendoza841,1200,1334,1467400
Opportunity for Pena1800,40,1294,45290
Opportunity for Harrington1580,550,1893,946500
Opportunity for Aguilar158,60,177,8850
Opportunity for Ruiz1499,650,266,133000
Opportunity for Garcia128,50,317,12680
Opportunity for Robinson994,1400,366,457500
Opportunity for Murphy267,450,1939,436275
Opportunity for Abbott1444,1000,1329,1129650
Opportunity for Potter830,1200,1676,1843600
Opportunity for Bishop1217,150,1487,178440
Opportunity for Taylor558,2000,847,1355200
Opportunity for Massey1797,450,611,137475
Opportunity for Schwartz75,800,562,337200
Opportunity for Nguyen442,450,1572,353700
Opportunity for Rios1565,50,1599,63960
Opportunity for Graves1407,1600,363,508200
Opportunity for Mendez405,100,97,8730
Opportunity for Bowers273,550,1436,718000
Opportunity for Beck921,60,441,22050
Opportunity for Barnett1692,60,1304,65200
Opportunity for Figueroa1077,550,419,209500
Opportunity for Owens1067,650,1924,962000
Opportunity for Chavez1340,450,1028,231300
Opportunity for Ferguson478,550,1747,873500
Opportunity for Townsend1256,450,760,171000
Opportunity for Cook220,100,1086,97740
Opportunity for Phillips16,150,324,38880
Opportunity for Delgado76,550,993,496500
Opportunity for Carroll233,50,1385,55400
Opportunity for Montgomery660,150,1587,190440
Opportunity for Lloyd988,100,239,21510
Opportunity for Walton1035,1600,437,611800
Opportunity for Collins378,800,15,9000
Opportunity for Dennis432,450,476,107100
Opportunity for Underwood1745,1000,1842,1565700
Opportunity for Johnston49,450,292,65700
Opportunity for Cohen1199,450,1174,264150
Opportunity for Morales1749,150,1015,121800
Opportunity for Hines1865,550,520,260000
Opportunity for Simmons1250,600,187,74800
Opportunity for Frank1303,1000,1819,1546150
Opportunity for Meyer677,50,406,16240
Opportunity for Kelly1755,1600,40,56000
Opportunity for Ingram622,800,417,250200
Opportunity for Patterson1324,100,1642,147780
Opportunity for Mitchell1983,1200,1516,1667600
Opportunity for Blake1422,50,1206,48240
Opportunity for Wilkerson1561,150,1101,132120
Opportunity for Bowers595,40,766,26810
Opportunity for Clark167,150,1085,130200
Opportunity for Gardner326,1600,1475,2065000
Opportunity for Tran1669,60,199,9950
Opportunity for Fowler577,60,1729,86450
Opportunity for Jordan973,150,1908,228960
Opportunity for Barnes448,300,910,182000
Opportunity for Campbell1622,1400,846,1057500
Opportunity for Griffith1840,550,306,153000
Opportunity for Haynes1814,50,1645,65800
Opportunity for Hunter1091,50,676,27040
Opportunity for Barnett1630,1400,1776,2220000
Opportunity for Carpenter951,40,180,6300
Opportunity for Townsend767,2000,1449,2318400
Opportunity for Burton539,1400,404,505000
Opportunity for Roberson540,800,1403,841800
Opportunity for Hardy1606,1600,204,285600
Opportunity for White1982,100,1571,141390
Opportunity for Singleton844,550,1741,870500
Opportunity for Casey692,1200,978,1075800
Opportunity for Berry1610,150,1047,125640
Opportunity for Harmon223,500,1551,775500
Opportunity for Rice41,550,612,306000
Opportunity for Reeves502,550,795,397500
Opportunity for Blake531,60,1096,54800
Opportunity for Norton1479,600,190,76000
Opportunity for Holloway1459,500,783,391500
Opportunity for Matthews542,50,1556,62240
Opportunity for Jackson959,550,279,139500
Opportunity for Smith8,1600,1615,2261000
Opportunity for Wood1269,60,786,39300
Opportunity for Sutton64,1600,1640,2296000
Opportunity for Pope1380,300,1723,344600
Opportunity for Abbott1184,1400,168,210000
Opportunity for Quinn1489,450,1535,345375
Opportunity for Payne1774,800,1439,863400
Opportunity for Erickson1716,1000,1331,1131350
Opportunity for Stevens518,1200,1972,2169200
Opportunity for Ingram270,1600,57,79800
Opportunity for Neal585,450,1903,428175
Opportunity for Pope122,1600,126,176400
Opportunity for Willis864,100,1487,133830
Opportunity for Owens1067,550,1505,752500
Opportunity for Wilkins1372,50,127,5080
Opportunity for Moran1815,50,506,20240
Opportunity for Diaz292,800,681,408600
Opportunity for Morton406,150,1741,208920
Opportunity for French955,1000,1464,1244400
Opportunity for Thomas843,1200,1797,1976700
Opportunity for Crawford809,2000,613,980800
Opportunity for Atkins1544,2000,471,753600
Opportunity for Simpson729,300,561,112200
Opportunity for Haynes1502,50,973,38920
Opportunity for Osborne653,550,49,24500
Opportunity for Reynolds428,500,798,399000
Opportunity for Coleman892,600,1035,414000
Opportunity for Hart1577,60,1365,68250
Opportunity for Higgins835,2000,169,270400
Opportunity for Day250,600,384,153600
Opportunity for Lawrence389,300,1895,379000
Opportunity for Cruz1461,50,1504,60160
Opportunity for Jensen1854,2000,1667,2667200
Opportunity for Medina118,1000,1045,888250
Opportunity for Bush282,1400,1977,2471250
Opportunity for Jennings981,100,810,72900
Opportunity for Warren1722,50,1758,70320
Opportunity for Martin324,450,1392,313200
Opportunity for Brown318,50,1710,68400
Opportunity for Gill1168,450,555,124875
Opportunity for Rios1769,50,1304,52160
Opportunity for Gross1521,100,305,27450
Opportunity for Thompson83,50,1298,51920
Opportunity for Potter503,550,689,344500
Opportunity for Adkins1611,60,543,27150
Opportunity for Wilkins1535,450,1437,323325
Opportunity for Fitzgerald1029,60,938,46900
Opportunity for Sanders866,150,214,25680
Opportunity for Richardson505,1200,388,426800
Opportunity for Singleton1620,60,894,44700
Opportunity for Santiago1997,50,1370,54800
Opportunity for Atkins1016,100,909,81810
Opportunity for Bridges942,1200,637,700700
Opportunity for Turner1591,150,381,45720
Opportunity for Curry734,60,558,27900
Opportunity for Hubbard606,50,1781,71240
Opportunity for Johnston1675,1400,64,80000
Opportunity for Walton1699,40,1347,47145
Opportunity for Bridges1787,50,882,35280
Opportunity for McKenzie1054,550,1224,612000
Opportunity for Harrington447,60,261,13050
Opportunity for Swanson1252,50,1519,60760
Opportunity for Willis1408,1600,906,1268400
Opportunity for Franklin3,500,1385,692500
Opportunity for Steele1680,1200,1892,2081200
Opportunity for Owen1424,1600,118,165200
Opportunity for Hansen520,100,682,61380
Opportunity for Rodriguez1349,1600,174,243600
Opportunity for Clark167,1200,1379,1516900
Opportunity for Henry6,100,1008,90720
Opportunity for Carr581,550,123,61500
Opportunity for Taylor1528,450,535,120375
Opportunity for Barber186,500,528,264000
Opportunity for Armstrong702,2000,1122,1795200
Opportunity for Francis147,100,1919,172710
Opportunity for Hart1416,50,503,20120
Opportunity for Reynolds1553,550,1930,965000
Opportunity for Newman1387,150,134,16080
Opportunity for Mendoza431,650,315,157500
Opportunity for Zimmerman1520,1400,986,1232500
Opportunity for Floyd923,1400,1710,2137500
Opportunity for Buchanan1727,50,991,39640
Opportunity for Manning2,100,626,56340
Opportunity for Rowe90,150,1403,168360
Opportunity for Underwood1745,1200,1520,1672000
Opportunity for Nichols171,60,1861,93050
Opportunity for Marshall1894,2000,886,1417600
Opportunity for Guzman213,1400,512,640000
Opportunity for Moore1870,550,280,140000
Opportunity for Porter991,1400,756,945000
Opportunity for Brown318,50,1157,46280
Opportunity for Swanson353,50,1652,66080
Opportunity for Dunn946,60,742,37100
Opportunity for Lawson1239,100,987,88830
Opportunity for Hopkins334,300,1747,349400
Opportunity for Cross303,50,695,27800
Opportunity for Palmer1272,550,1926,963000
Opportunity for Brock1144,50,722,28880
Opportunity for Figueroa377,50,819,32760
Opportunity for Massey1797,150,193,23160
Opportunity for Ross718,50,1975,79000
Opportunity for Crawford1065,800,1641,984600
Opportunity for Ortega1253,100,1403,126270
Opportunity for Carr1904,1400,1629,2036250
Opportunity for Gross1521,100,1413,127170
Opportunity for Rice134,60,1733,86650
Opportunity for Martin312,150,1426,171120
Opportunity for Wagner1214,550,1160,580000
Opportunity for Blake495,50,1910,76400
Opportunity for Vega1434,1200,916,1007600
Opportunity for Singleton576,50,216,8640
Opportunity for Fisher1458,1400,526,657500
Opportunity for Lane812,50,496,19840
